,CATEGORY (i.e.ISCED description),COURSE TITLE,COURSE CODE2,R1 POINTS,R1 Random *,R2 POINTS,R2 Random*,EOS,EOS Random *,EOS Mid-point,LEVEL,HEI,Test/Interview #,avp,v,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,hei_code
923,Education,Early Childhood - Teaching and Learning (part-time),MH801,327.0,,,,327.0,,378.0,8,Maynooth University,,,,,,,,,,,,MH
924,Welfare,"Community and Youth Work (part-time, in service)",MH802,,,,,,,,8,Maynooth University,#,avp,,,,,,,,,,MH
925,Social and behavioural sciences,"Local Studies/Community Studies (part-time, evening) - Mature Students",MH803,,,,,,,,8,Maynooth University,#,avp,,,,,,,,,,MH
926,Arts,Contemporary & Applied Theatre Studies,MI001,375.0,,,,390.0,,412.0,8,Mary Immaculate College,,,,,,,,,,,,MI
927,Arts,Arts,MI002,300.0,,281.0,,281.0,,389.0,8,Mary Immaculate College,,,,,,,,,,,,MI
928,Education,Education - Primary Teaching - International,MI004,577.0,,,,577.0,,589.0,8,Mary Immaculate College,,,,,,,,,,,,MI
929,Education,Education - Primary Teaching,MI005,495.0,,,,495.0,,521.0,8,Mary Immaculate College,,,,,,,,,,,,MI
930,Education,Education - Primary Teaching - Gaeltacht Applicants,MI006,456.0,,,,462.0,,519.0,8,Mary Immaculate College,#,,,,,,,,,,,MI
931,Education,Early Childhood Care and Education,MI007,357.0,,,,357.0,,409.0,8,Mary Immaculate College,,,,,,,,,,,,MI
932,Education,Education and Psychology - Primary Teaching,MI008,588.0,,,,588.0,,601.0,8,Mary Immaculate College,,,,,,,,,,,,MI
933,Education,"Education, Business Studies and Accounting",MI009,402.0,,,,402.0,,455.0,8,Mary Immaculate College,,,,,,,,,,,,MI
934,Education,"Education, Business Studies and Religious Studies",MI010,368.0,,,,368.0,,389.0,8,Mary Immaculate College,,,,,,,,,,,,MI
935,Education,"Education, Gaeilge and Religious Studies",MI011,409.0,,,,409.0,,451.0,8,Mary Immaculate College,,,,,,,,,,,,MI
936,Education,"Education, Gaeilge and Business Studies",MI012,401.0,,,,401.0,,463.0,8,Mary Immaculate College,,,,,,,,,,,,MI
937,Education,"Education, Mathematics and Gaeilge",MI013,444.0,,,,444.0,,477.0,8,Mary Immaculate College,,,,,,,,,,,,MI
938,Education,"Education, Mathematics and Business Studies",MI014,434.0,,,,434.0,,487.0,8,Mary Immaculate College,,,,,,,,,,,,MI
939,Interdisciplinary programmes and qualifications involving arts and humanities,Theology and Arts,MU001,290.0,,290.0,,290.0,,349.0,8,"Pontifical University, St Patrick's College",,avp,,,,,,,,,,MU
940,Interdisciplinary programmes and qualifications involving arts and humanities,Theology,MU002,440.0,,,,440.0,,440.0,8,"Pontifical University, St Patrick's College",,avp,,,,,,,,,,MU
941,Information and Communication Technologies (ICTs),Computing (Degree Award options),NC003,260.0,,,,260.0,,303.0,8,National College of Ireland (NCI),,,,,,,,,,,,NC
942,Business and administration,Human Resource Management,NC005,300.0,,,,300.0,,331.0,8,National College of Ireland (NCI),,,,,,,,,,,,NC
943,Business and administration,Business,NC009,300.0,,,,300.0,,346.0,8,National College of Ireland (NCI),,,,,,,,,,,,NC
944,Social and behavioural sciences,Psychology,NC010,400.0,,,,400.0,,440.0,8,National College of Ireland (NCI),,,,,,,,,,,,NC
945,Business and administration,Marketing Practice,NC020,280.0,,,,282.0,,338.0,8,National College of Ireland (NCI),,,,,,,,,,,,NC
946,Business and administration,Accounting and Finance,NC022,337.0,,,,337.0,,378.0,8,National College of Ireland (NCI),,,,,,,,,,,,NC
947,Information and Communication Technologies (ICTs),Technology Management (with specialisations),NC023,261.0,,,,261.0,,282.0,8,National College of Ireland (NCI),,,,,,,,,,,,NC
948,Information and Communication Technologies (ICTs),Computing,NC102,220.0,,,,220.0,,342.0,6,National College of Ireland (NCI),,,,,,,,,,,,NC
949,Business and administration,Business,NC103,250.0,,,,250.0,,327.0,6,National College of Ireland (NCI),,,,,,,,,,,,NC
950,Information and Communication Technologies (ICTs),Business Computing,NC104,243.0,,,,243.0,,423.0,6,National College of Ireland (NCI),,,,,,,,,,,,NC
951,Education,Montessori Education,NM701,187.0,,,,187.0,,407.0,7,St Nicholas Montessori College Ireland,,,,,,,,,,,,NM
952,Education,Montessori Education,NM801,220.0,,,,220.0,,290.0,8,St Nicholas Montessori College Ireland,,,,,,,,,,,,NM
953,Humanities (except languages),Arts and Humanities,PC402,200.0,,121.0,,80.0,,368.0,7,"Carlow College, St. Patrick`s",,avp,,,,,,,,,,PC
954,Welfare,Applied Social Studies - Professional Social Care,PC404,217.0,,197.0,,175.0,,269.0,7,"Carlow College, St. Patrick`s",,,,,,,,,,,,PC
955,Social and behavioural sciences,"Social, Political and Community Studies",PC405,253.0,,216.0,,216.0,,311.0,8,"Carlow College, St. Patrick`s",,avp,,,,,,,,,,PC
956,Humanities (except languages),Arts and Humanities (fulfils Teaching Council requirements),PC410,252.0,,209.0,,209.0,,300.0,8,"Carlow College, St. Patrick`s",,avp,,,,,,,,,,PC
957,Humanities (except languages),English and History (fulfils Teaching Council requirements),PC411,255.0,,209.0,,209.0,,310.0,8,"Carlow College, St. Patrick`s",,avp,,,,,,,,,,PC
958,Health,Medicine - Undergraduate Entry (HPAT required),RC001,733.0,,,,733.0,,738.0,8,RCSI University of Medicine & Health Sciences,#,,,,,,,,,,,RC
959,Health,Physiotherapy,RC004,566.0,,,,566.0,,567.0,8,RCSI University of Medicine & Health Sciences,,,,,,,,,,,,RC
960,Health,Pharmacy,RC005,579.0,,,,578.0,*,589.0,8,RCSI University of Medicine & Health Sciences,,,,,,,,,,,,RC
961,Health,Medicine - Graduate Entry (GAMSAT required),RC101,,,,,61.0,,63.0,8,RCSI University of Medicine & Health Sciences,#,,,,,,,,,,,RC
962,Business and administration,Business,SG101,160.0,,160.0,,160.0,,336.0,6,"Institute of Technology, Sligo",,avp,,,,,,,,,,SG
963,Information and Communication Technologies (ICTs),Computing (Level 6 - General Entry),SG102,254.0,,,,254.0,,321.0,6,"Institute of Technology, Sligo",,,,,,,,,,,,SG
964,Information and Communication Technologies (ICTs),Computing - Games Development,SG131,280.0,,,,280.0,,378.0,7,"Institute of Technology, Sligo",,,,,,,,,,,,SG
965,Personal services,Applied Sport with Business,SG134,215.0,,,,215.0,,337.0,7,"Institute of Technology, Sligo",,,,,,,,,,,,SG
966,Personal services,Business in Tourism with Event Management,SG135,187.0,,,,187.0,,338.0,7,"Institute of Technology, Sligo",,,,,,,,,,,,SG
967,Information and Communication Technologies (ICTs),Computing - Software Development,SG136,272.0,,,,272.0,,328.0,7,"Institute of Technology, Sligo",,,,,,,,,,,,SG
968,Information and Communication Technologies (ICTs),Computing (Computer Networks and Cloud Infrastructure),SG137,324.0,,,,326.0,,367.0,7,"Institute of Technology, Sligo",,,,,,,,,,,,SG
969,Information and Communication Technologies (ICTs),Computing (Level 7 - General Entry),SG138,260.0,,,,260.0,,351.0,7,"Institute of Technology, Sligo",,,,,,,,,,,,SG
970,Business and administration,Business,SG141,261.0,,,,261.0,,347.0,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
971,Business and administration,Business in International Marketing and Languages (French),SG142,279.0,,,,279.0,,386.0,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
972,Business and administration,Business in International Marketing and Languages (Spanish),SG144,270.0,,,,270.0,,347.0,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
973,Business and administration,Accounting,SG146,309.0,,,,309.0,,411.0,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
974,Personal services,Sport with Business,SG147,307.0,,,,307.0,,367.0,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
975,Personal services,Tourism with Event Management,SG148,269.0,,,,269.0,,340.0,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
976,Arts,Fine Art,SG231,449.0,,449.0,,449.0,,556.0,7,"Institute of Technology, Sligo",#,avp,,,,,,,,,,SG
977,Arts,Creative Design,SG232,273.0,,,,276.0,,353.0,7,"Institute of Technology, Sligo",,,,,,,,,,,,SG
978,Arts,Performing Arts (Theatre Design),SG235,319.0,,,,319.0,,398.0,7,"Institute of Technology, Sligo",,,,,,,,,,,,SG
979,Arts,Performing Arts (Acting),SG236,235.0,,,,235.0,,400.0,7,"Institute of Technology, Sligo",,,,,,,,,,,,SG
980,Arts,Performing Arts,SG241,328.0,,,,328.0,,387.0,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
981,Welfare,Early Childhood Care and Education,SG242,279.0,,,,279.0,,319.0,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
982,Welfare,Social Care Practice,SG243,301.0,,,,301.0,,346.0,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
983,Arts,Fine Art,SG244,505.0,,,,505.0,,505.0,8,"Institute of Technology, Sligo",#,,,,,,,,,,,SG
984,Arts,Creative Design,SG245,282.0,,,,282.0,,339.0,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
985,Information and Communication Technologies (ICTs),Computing,SG246,290.0,,,,290.0,,333.0,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
986,Social and behavioural sciences,English and Psychology,SG247,309.0,,,,309.0,,382.0,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
987,Social and behavioural sciences,Sociology and Politics,SG248,281.0,,,,281.0,,327.0,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
988,Languages,Writing and Literature,SG249,297.0,,,,297.0,,368.0,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
989,Information and Communication Technologies (ICTs),Application Design and User Experience,SG250,412.0,,,,412.0,,412.0,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
990,Information and Communication Technologies (ICTs),Computing (Smart Technologies),SG251,327.0,,,,342.0,,367.0,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
991,Information and Communication Technologies (ICTs),Software Development,SG252,307.0,,,,307.0,,319.0,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
992,Information and Communication Technologies (ICTs),Computer Networks and Cloud Infrastructure,SG253,324.0,,,,378.0,,378.0,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
993,Languages,Writing and Literature Online,SG254,225.0,,225.0,,225.0,,328.0,8,"Institute of Technology, Sligo",,avp,,,,,,,,,,SG
994,Engineering and engineering trades,Engineering (General Entry),SG300,209.0,,,,209.0,,296.0,6,"Institute of Technology, Sligo",,,,,,,,,,,,SG
995,Architecture and construction,Construction Economics,SG302,184.0,,,,184.0,,256.0,6,"Institute of Technology, Sligo",,,,,,,,,,,,SG
996,Architecture and construction,Applied Construction Technology,SG308,171.0,,,,171.0,,354.0,6,"Institute of Technology, Sligo",,,,,,,,,,,,SG
997,Engineering and engineering trades,Engineering (General Entry),SG330,243.0,,,,243.0,,399.0,7,"Institute of Technology, Sligo",,,,,,,,,,,,SG
998,Architecture and construction,Interior Architecture and Design,SG331,236.0,,,,236.0,,378.0,7,"Institute of Technology, Sligo",,,,,,,,,,,,SG
999,Architecture and construction,Advanced Wood and Sustainable Building Technology,SG332,208.0,,,,208.0,,338.0,7,"Institute of Technology, Sligo",,,,,,,,,,,,SG
1000,Engineering and engineering trades,Mechanical Engineering,SG333,216.0,,,,216.0,,347.0,7,"Institute of Technology, Sligo",,,,,,,,,,,,SG
1001,Engineering and engineering trades,Mechatronic Engineering,SG334,290.0,,,,290.0,,361.0,7,"Institute of Technology, Sligo",,,,,,,,,,,,SG
1002,Engineering and engineering trades,Precision Engineering and Design,SG336,309.0,,,,309.0,,451.0,7,"Institute of Technology, Sligo",,,,,,,,,,,,SG
1003,Architecture and construction,Civil Engineering,SG338,245.0,,,,245.0,,443.0,7,"Institute of Technology, Sligo",,,,,,,,,,,,SG
1004,Architecture and construction,Quantity Surveying,SG339,195.0,,,,195.0,,337.0,7,"Institute of Technology, Sligo",,,,,,,,,,,,SG
1005,Architecture and construction,Civil Engineering,SG342,415.0,,,,415.0,,480.0,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
1006,Architecture and construction,Quantity Surveying,SG343,311.0,,,,311.0,,367.0,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
1007,Architecture and construction,Construction Project Management and Applied Technology,SG346,291.0,,,,291.0,,337.0,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
1008,Architecture and construction,Architecture,SG347,360.0,,,,360.0,,411.0,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
1009,Architecture and construction,Interior Architecture and Design,SG348,316.0,,,,331.0,,368.0,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
1010,Biological and related sciences,Science,SG401,209.0,,209.0,,209.0,,288.0,6,"Institute of Technology, Sligo",,avp,,,,,,,,,,SG
1011,Environment,Environmental Science with Ecology (Level 6),SG404,264.0,,264.0,,358.0,,377.0,6,"Institute of Technology, Sligo",,avp,v,,,,,,,,,SG
1012,Health,Health and Exercise Science,SG406,367.0,,,,367.0,,429.0,6,"Institute of Technology, Sligo",,,,,,,,,,,,SG
1013,Physical sciences,Pharmaceutical Science with Drug Development,SG431,269.0,,,,269.0,,387.0,7,"Institute of Technology, Sligo",,,,,,,,,,,,SG
1014,Hygiene and occupational health services,Occupational Safety and Health,SG433,223.0,,,,223.0,,360.0,7,"Institute of Technology, Sligo",,,,,,,,,,,,SG
1015,Health,Human Nutrition,SG434,280.0,,,,280.0,,420.0,7,"Institute of Technology, Sligo",,,,,,,,,,,,SG
1016,Health,Health Science and Physiology,SG435,289.0,,,,289.0,,409.0,7,"Institute of Technology, Sligo",,,,,,,,,,,,SG
1017,Health,Biomedical Science,SG436,262.0,,,,262.0,,465.0,7,"Institute of Technology, Sligo",,,,,,,,,,,,SG
1018,Biological and related sciences,Forensic Investigation and Analysis,SG437,243.0,,,,243.0,,367.0,7,"Institute of Technology, Sligo",,,,,,,,,,,,SG
1019,Environment,Environmental Science with Ecology (Level 7),SG439,254.0,,,,254.0,,409.0,7,"Institute of Technology, Sligo",,,,,,,,,,,,SG
1020,Hygiene and occupational health services,Occupational Safety and Health,SG442,290.0,,,,290.0,,367.0,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
1021,Health,Human Nutrition,SG443,356.0,,,,356.0,,397.0,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
1022,Biological and related sciences,Science Undenominated,SG444,338.0,,,,338.0,,420.0,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
1023,Physical sciences,Pharmaceutical Science with Drug Development,SG445,311.0,,,,311.0,,367.0,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
1024,Health,Health Science and Physical Activity,SG447,328.0,,,,328.0,,387.0,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
1025,Biological and related sciences,Forensic Investigation and Analysis,SG448,306.0,,,,307.0,,368.0,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
1026,Health,Medical Biotechnology,SG449,341.0,,,,341.0,,395.0,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
1027,Environment,Environmental Science with Ecology (Level 8),SG450,300.0,,,,304.0,,368.0,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
1028,Health,Health and Medical Information Science (Online),SG530,285.0,,285.0,,285.0,,285.0,7,"Institute of Technology, Sligo",,avp,,,,,,,,,,SG
1029,Business and administration,Business Administration,SG535,228.0,,,,228.0,,316.0,7,"Institute of Technology, Sligo",,,,,,,,,,,,SG
1030,Business and administration,Business,SG536,223.0,,,,223.0,,379.0,7,"Institute of Technology, Sligo",,,,,,,,,,,,SG
1031,Business and administration,Marketing and Sales,SG537,234.0,,,,234.0,,389.0,7,"Institute of Technology, Sligo",,,,,,,,,,,,SG
1032,Personal services,Culinary Arts,TL620,189.0,,189.0,,189.0,,308.0,6,"Institute of Technology, Tralee",,avp,,,,,,,,,,TL
1033,Environment,Science (Biological and Environmental Studies),TL651,223.0,,223.0,,233.0,,434.0,6,"Institute of Technology, Tralee",,avp,v,,,,,,,,,TL
1034,Health,Pharmacy Technician,TL652,260.0,,,,260.0,,348.0,6,"Institute of Technology, Tralee",,,,,,,,,,,,TL
1035,Arts,"Animation, Visual Effects and Motion Design (Level 7)",TL701,228.0,,,,228.0,,443.0,7,"Institute of Technology, Tralee",,,,,,,,,,,,TL
1036,Arts,"TV, Radio and New Media (Level 7)",TL702,243.0,,,,243.0,,462.0,7,"Institute of Technology, Tralee",,,,,,,,,,,,TL
1037,Information and Communication Technologies (ICTs),Computing with Software Development,TL710,232.0,,,,232.0,,319.0,7,"Institute of Technology, Tralee",,,,,,,,,,,,TL
1038,Information and Communication Technologies (ICTs),Computing with Games Development,TL711,224.0,,,,224.0,,301.0,7,"Institute of Technology, Tralee",,,,,,,,,,,,TL
1039,Information and Communication Technologies (ICTs),Computing (Degree Award options),TL715,251.0,,,,251.0,,368.0,7,"Institute of Technology, Tralee",,,,,,,,,,,,TL
1040,Information and Communication Technologies (ICTs),Computer Systems and Networking,TL716,269.0,,,,269.0,,338.0,7,"Institute of Technology, Tralee",,,,,,,,,,,,TL
1041,Business and administration,Business (Major Specialism in: Acctng or Mktg or Mgmnt),TL731,219.0,,,,219.0,,399.0,7,"Institute of Technology, Tralee",,,,,,,,,,,,TL
1042,Agriculture,Agricultural Mechanisation,TL743,,,,,,,,7,"Institute of Technology, Tralee",,,,,,,,,,,,TL
1043,Agriculture,Agricultural Engineering,TL744,243.0,,,,243.0,,359.0,7,"Institute of Technology, Tralee",,,,,,,,,,,,TL
1044,Architecture and construction,Civil and Environmental Engineering,TL745,261.0,,261.0,,145.0,,355.0,7,"Institute of Technology, Tralee",,avp,,,,,,,,,,TL
1045,Engineering and engineering trades,Engineering in Mechanical and Manufacturing Engineering,TL747,200.0,,,,200.0,,368.0,7,"Institute of Technology, Tralee",,,,,,,,,,,,TL
1046,Biological and related sciences,Agricultural Science,TL748,249.0,,,,249.0,,398.0,7,"Institute of Technology, Tralee",,,,,,,,,,,,TL
1047,Health,Pharmaceutical Science (Degree Award options),TL755,261.0,,,,261.0,,433.0,7,"Institute of Technology, Tralee",,,,,,,,,,,,TL
1048,Veterinary,Animal Bioscience,TL758,251.0,,,,261.0,,380.0,7,"Institute of Technology, Tralee",,,,,,,,,,,,TL
1049,Personal services,Health and Leisure (Degree Award Options),TL771,208.0,,,,208.0,,370.0,7,"Institute of Technology, Tralee",,,,,,,,,,,,TL
1050,Personal services,Health and Leisure with Massage,TL772,218.0,,,,218.0,,378.0,7,"Institute of Technology, Tralee",,,,,,,,,,,,TL
1051,Personal services,Coaching and Sports Performance,TL773,106.0,,106.0,,106.0,,297.0,7,"Institute of Technology, Tralee",,avp,,,,,,,,,,TL
1052,Welfare,Early Childhood Care and Education,TL780,234.0,,,,234.0,,354.0,7,"Institute of Technology, Tralee",,,,,,,,,,,,TL
1053,Welfare,Social Care,TL781,225.0,,,,225.0,,318.0,7,"Institute of Technology, Tralee",,,,,,,,,,,,TL
1054,Arts,"Animation, Visual Effects and Motion Design (Level 8)",TL801,281.0,,,,281.0,,349.0,8,"Institute of Technology, Tralee",,,,,,,,,,,,TL
1055,Arts,"TV, Radio and New Media (Level 8)",TL802,325.0,,,,325.0,,397.0,8,"Institute of Technology, Tralee",,,,,,,,,,,,TL
